specialty,category,source_row_count,hbp_estimated_cost_inr_low,hbp_estimated_cost_inr_high,hbp_cost_confidence,hbp_cost_source_label,hbp_cost_source_url
Clinical Cardiology,Cardiology & Cardiothoracic,1,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Coronary Angiography,Cardiology & Cardiothoracic,1,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Coronary Angioplasty,Cardiology & Cardiothoracic,1,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Diagnostic Cardiology,Cardiology & Cardiothoracic,1,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Echocardiography,Cardiology & Cardiothoracic,1,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Echocardiologist,Cardiology & Cardiothoracic,1,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Electrophysiology,Cardiology & Cardiothoracic,2,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Fetal Prenatal Eco Cardiography,Cardiology & Cardiothoracic,1,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Heart Failure Clinic,Cardiology & Cardiothoracic,1,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Heart Lung Transplant,Cardiology & Cardiothoracic,1,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Heart Transplant,Cardiology & Cardiothoracic,1,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Heart Valve Centre,Cardiology & Cardiothoracic,1,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Heart and Lung Transplant,Cardiology & Cardiothoracic,1,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Heart and Lung Transplant Centre,Cardiology & Cardiothoracic,1,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Heart and Lung Transplantation,Cardiology & Cardiothoracic,1,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Intensive Cardiac Care Centre,Cardiology & Cardiothoracic,1,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Interventional Cardiologist,Cardiology & Cardiothoracic,1,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Interventional Cardiology,Cardiology & Cardiothoracic,3,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Interventional Cardiology Centre,Cardiology & Cardiothoracic,1,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Neuro Electrophysiology,Cardiology & Cardiothoracic,2,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Non Interventional Cardiology,Cardiology & Cardiothoracic,1,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Non Invasive Cardiology,Cardiology & Cardiothoracic,2,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Non Invasive Cardiology Centre,Cardiology & Cardiothoracic,1,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Noninvasive Cardiology,Cardiology & Cardiothoracic,1,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Noninvasive Cardiology Centre,Cardiology & Cardiothoracic,1,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Cardiac Centre,Cardiology & Cardiothoracic,1,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Cardiac Sciences,Cardiology & Cardiothoracic,1,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Paediatric Cardiology,Cardiology & Cardiothoracic,1,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Pediatric CVTS Cardio Vascular and Thoracic Surgery,Cardiology & Cardiothoracic,1,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Pediatric Cardiac Centre,Cardiology & Cardiothoracic,1,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Pediatric Cardiac Services,Cardiology & Cardiothoracic,1,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Pediatric Cardiac Surgery,Cardiology & Cardiothoracic,1,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Pediatric Cardiologist,Cardiology & Cardiothoracic,1,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Pediatric Cardiology,Cardiology & Cardiothoracic,2,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Preventive Cardiologist,Cardiology & Cardiothoracic,1,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Preventive Cardiology,Cardiology & Cardiothoracic,2,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Sports Cardiology,Cardiology & Cardiothoracic,1,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Transradial Cardiology,Cardiology & Cardiothoracic,2,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Valvular Heart Surgery,Cardiology & Cardiothoracic,1,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Womens Cardiology Care,Cardiology & Cardiothoracic,1,5000,45000,HBP direct/proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Acrylic Partial Denture,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Advanced Dentistry,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Aesthetic Dentistry,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Aligners,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
All On 46 Implant,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Attachment Partial Dentures,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Attachmentpartialdentures,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Braces,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Braces Aligners,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Braces Treatment,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Bridges,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Bridges and Crowns,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Broken Tooth Repair,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Cast Partial Denture,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Cavity Filling,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Clear Aligners,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Cochlear Implant Evaluation and Rehabilitation,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Community Dentistry,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Community Dentistry Public Health Dentistry,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Community Oral Health Care Program,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Complete Dentistry,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Comprehensive Oral Healthcare,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Computer Guided Implant Surgery,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Conservative Dentistry,"Dental, Oral & Maxillofacial",2,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Conservative Dentistry and Endodontics,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Conservative and Endodontics,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Cosmetic Aesthetic Dentistry,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Cosmetic Dentistry,"Dental, Oral & Maxillofacial",2,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Cosmetic Dentists,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Cosmetic Fillings,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Cosmetic Maxillofacial Surgery,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Cosmetics Dentistry,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Cosmetics and Aesthetics Dentistry,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Craniofacial and Cleft Oral Maxillofacial Surgery,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Craniomaxillofacial Surgery,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Crown Bridges,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Crown Lengthening,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Crown and Bridge,"Dental, Oral & Maxillofacial",2,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Crownbridges,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Crowns,"Dental, Oral & Maxillofacial",2,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Crowns and Bridges,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Crowns and Bridges Fixing,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
D Dentistry,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Deep Scaling and Polishing,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental,"Dental, Oral & Maxillofacial",2,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental Aligners,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental Anesthesia,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental Bridges,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental Care,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental Cleanings,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental Cosmetic and Implantology,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental Crown,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental Exams,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental Fillings,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental Imaging,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental Implant,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental Implantology,"Dental, Oral & Maxillofacial",2,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental Implants,"Dental, Oral & Maxillofacial",4,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental Jewellery,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental Lab,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental Laser Treatment,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental Lasers,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental Material,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental Materials,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental Maxillofacial,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental Maxillofacial Radiology,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental Maxillofacial Surgery,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental Medicine,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental Omfs,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental Radiology,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental Restoration,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental Science,"Dental, Oral & Maxillofacial",2,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental Sciences,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental Sedation,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental Surgeon,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental Surgery,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental Treatment,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental Veneers,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental Xray,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental Xrays,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental and Maxillofacial,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental and Maxillofacial Surgery,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dental and Oral Surgery,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dentalspecialtysuperspecialty,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dentist,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dentistry,"Dental, Oral & Maxillofacial",2,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dentistry General Dentistry,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dentistry Maxillofacial Surgery,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dentistry Oral Surgery,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dentistry Periodontal,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dentistry Prosthodontic,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dentistry and Oral Surgery,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dentistrydentistry,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Denture,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Dentures,"Dental, Oral & Maxillofacial",2,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
Diagnostic and Preventive Dental,"Dental, Oral & Maxillofacial",1,3000,22000,HBP proxy,AB PM-JAY HBP 2.0 Rate List,https://ayushmanup.in/assets/doc/HBP-2.0-Rate-List.pdf
